method,accuracy,auc,precision,recall,f1,tn,fp,fn,tp,threshold
TF-nnPU,0.9606843829632327,0.990302159109059,0.9380952380952381,0.8954545454545455,0.9162790697674419,2048,39,69,591,0.5
